Algorithm: Prim's MST
7559 28163 50
48407 28181 50
28181 38944 9
38944 57378 39
170 28243 50
76012 28316 50
8712 28362 50
28362 75650 29
75650 92712 9
28362 23945 43
23945 96959 23
96959 74673 37
74673 57832 20
57832 34849 45
34849 45259 29
45259 68196 32
68196 88065 35
48934 28614 50
94645 28791 50
28791 41248 49
41248 13007 9
13007 26031 17
28792 28823 50
12926 28914 50
28914 76160 33
76160 80874 10
76974 29162 50
29162 41393 36
3227 29167 50
27835 29565 50
29565 40248 49
40248 81677 18
86834 29613 50
20361 29774 50
29774 56527 13
12689 29930 50
29930 68107 13
80415 29933 50
29933 69648 45
29933 61522 48
38907 30130 50
30130 50538 29
99404 30157 50
30157 92366 48
13334 30210 50
30210 77980 23
19101 30435 50
30435 16911 9
30432 30492 50
20930 30503 50
39894 30925 50
14717 30956 50
97287 31022 50
31022 52959 36
95195 31163 50
83972 31167 50
31167 78561 7
55423 31181 50
31181 33177 13
33177 83313 24
83313 31096 9
31096 49580 38
21788 31305 50
5797 31485 50
31485 99177 32
46691 31579 50
81661 31647 50
19095 31747 50
32064 31821 50
31821 27488 9
27488 80252 1
27488 46332 48
46332 59363 9
46332 40214 24
70907 32084 50
32084 32348 10
32348 68697 7
17363 32544 50
32544 65458 11
65458 89581 9
45852 32791 50
32791 98381 4
19341 32921 50
30973 33136 50
36627 33144 50
33800 33155 50
33155 63989 27
63989 97493 25
33155 29013 45
29013 67815 49
67815 98675 30
23206 33268 50
83510 33390 50
5364 33551 50
59359 33617 50
43490 33696 50
5210 33703 50
33703 65984 34
65984 88708 46
28001 33708 50
43215 33966 50
49083 34095 50
34095 85762 1
79918 34104 50
34104 71048 44
34104 72679 44
72679 63184 17
60813 34152 50
11640 34195 50
34195 80582 43
5525 34524 50
34706 34865 50
41049 34882 50
30582 35056 50
39065 35249 50
8288 35306 50
35306 64821 49
38357 35580 50
35580 60024 1
60024 34311 35
34311 37629 29
37629 78165 7
37629 11465 37
44461 35587 50
35587 25804 6
25804 41308 23
41308 76658 26
41308 86198 41
86198 64567 31
64567 67285 3
46980 35675 50
35675 89713 8
89713 46253 33
71812 35759 50
25604 36066 50
36066 73132 30
24790 36167 50
88472 36201 50
36201 97794 31
17351 36407 50
36407 45476 9
45476 94382 46
94382 87214 28
2178 36433 50
23072 36477 50
18953 36537 50
20085 36680 50
60850 36700 50
79085 36753 50
11422 36781 50
28515 36957 50
83122 36993 50
5425 37079 50
83683 37160 50
37160 46364 17
46364 65520 3
37160 99878 29
37160 51445 40
2065 37416 50
7488 37776 50
76114 37861 50
4430 38062 50
38062 26762 8
13622 38073 50
7721 38171 50
32517 38284 50
47337 38775 50
38775 98587 7
98587 75351 47
7896 38801 50
38801 94440 45
16963 38851 50
13872 38976 50
38976 25982 20
25982 37957 17
27766 39146 50
3256 39433 50
39433 32260 20
44014 39859 50
4827 39877 50
20312 40205 50
42903 40305 50
40305 35529 45
7779 40350 50
38435 40356 50
87774 40429 50
5701 40449 50
19370 40484 50
23760 40785 50
4210 40804 50
56662 40892 50
40892 53522 24
36610 40895 50
67529 40937 50
40937 26820 41
26820 8445 46
8445 91654 40
2110 41111 50
86220 41114 50
41114 99922 14
99922 63444 12
54161 41290 50
96281 41475 50
41475 32499 5
41475 65631 42
65631 80701 38
4394 41487 50
60437 41990 50
41990 87502 1
41990 80430 10
87502 59109 31
49875 41999 50
69401 42186 50
1138 42531 50
15548 42657 50
42657 9478 13
42657 29618 15
29618 14444 31
14444 46049 7
65410 42739 50
42739 48476 31
6901 42773 50
45434 42828 50
91273 42895 50
42895 92991 23
31197 42979 50
42979 34322 21
34322 36737 22
36737 60023 40
60023 87783 37
36737 27306 50
22865 43032 50
34366 43159 50
43159 52195 10
68917 43167 50
65303 43332 50
43332 45502 36
45502 14671 50
98157 43395 50
21016 43451 50
30303 43783 50
4730 43826 50
96606 43872 50
43872 43345 5
43872 67264 9
43345 14581 50
76901 43945 50
43945 27734 22
27734 80376 20
27734 37118 32
27734 98722 40
29259 44118 50
70475 44243 50
44243 80784 9
4283 44496 50
44496 39259 41
39259 29221 21
15970 44611 50
42707 44672 50
92780 44681 50
52620 45148 50
45148 50433 1
45148 99078 6
45148 22805 27
50433 39442 42
39442 18862 26
18862 74919 37
4501 45174 50
45174 74307 3
41713 45505 50
17482 45656 50
45656 49371 15
13536 45740 50
42646 45794 50
45794 41520 7
41520 38965 29
38965 65115 39
3720 45814 50
76042 45953 50
45953 5233 3
40089 46043 50
52048 46055 50
46055 97220 45
20163 46243 50
15841 46342 50
36820 46632 50
53590 46700 50
23911 46766 50
46766 42626 10
46766 92850 46
29618 46910 50
46910 45974 40
94039 47157 50
83560 47304 50
48317 47311 50
62672 47476 50
56385 47598 50
47598 76089 42
42194 47603 50
47603 77075 37
21051 47625 50
43620 47638 50
39222 47746 50
47746 10073 40
10073 68432 32
24399 47909 50
4686 48020 50
74439 48203 50
12021 48214 50
53186 48376 50
70593 48754 50
48754 58617 18
58617 9556 2
58617 78505 25
78505 16022 43
78505 15618 45
38849 48786 50
42145 48793 50
49581 48822 50
44509 49177 50
27443 49474 50
58849 49508 50
44501 49612 50
49612 79796 30
79796 42116 22
42116 80344 4
42116 9712 22
9712 53600 10
9712 43978 18
42116 80399 24
42116 83893 28
79796 54808 40
9712 37210 44
53600 17422 46
17422 26999 41
26999 42840 38
42840 84245 32
17422 72983 44
5243 49925 50
52043 50120 50
40346 50207 50
58447 50316 50
50316 33518 29
42171 50505 50
12618 50622 50
24803 50941 50
25377 50968 50
6357 51005 50
51005 94827 46
242 51022 50
51022 19712 32
81280 51027 50
42144 51059 50
9995 51090 50
3922 51136 50
53807 51343 50
51343 57101 13
57101 90456 24
51343 57044 48
57044 96958 43
20314 51723 50
78204 51965 50
5555 51982 50
13767 52481 50
49936 52644 50
14337 52815 50
21795 52983 50
44232 53277 50
76291 53445 50
30792 53641 50
53641 91738 9
99020 53696 50
53696 37700 44
31529 53756 50
11501 53891 50
53891 66631 26
6205 54049 50
86737 54209 50
53713 54322 50
80623 54434 50
54434 87473 11
87473 75078 33
54434 94107 46
31992 54450 50
54450 24860 12
24860 76562 12
50079 54550 50
2223 54635 50
5617 55321 50
55321 59813 29
55321 88992 41
88992 56076 41
56076 74648 20
49454 55393 50
55393 64336 20
26486 55448 50
55448 74593 11
19676 56177 50
3614 56534 50
64760 56633 50
4660 56840 50
73567 57030 50
36626 57138 50
57138 69228 18
57887 57151 50
57151 41447 4
57151 83376 22
47479 57179 50
57179 63017 27
63017 77250 39
83154 57448 50
57448 96682 6
61283 57565 50
4681 57642 50
18444 57852 50
33301 57983 50
57983 14707 20
35999 57986 50
26310 58095 50
56290 58218 50
71052 58531 50
13783 58894 50
71107 58936 50
8791 58951 50
58951 48961 8
21731 59171 50
85232 59313 50
49335 59441 50
59441 91676 14
59441 71218 45
4731 59456 50
6846 59494 50
44509 59536 50
48746 59733 50
29936 59782 50
59782 95660 46
19183 59942 50
59942 68135 12
59942 49610 21
49610 11394 33
59942 67004 46
45060 60044 50
67023 60180 50
76532 60550 50
97977 60786 50
60786 63549 23
68687 60861 50
70894 60989 50
60989 74483 9
60989 63015 37
90098 61038 50
61038 59216 10
61038 70784 35
59216 95937 40
37751 61100 50
34388 61217 50
66004 61286 50
34811 61313 50
41460 61384 50
61384 62630 11
44927 61402 50
68547 61789 50
61789 57451 3
85024 61862 50
6531 61918 50
44537 62235 50
79968 62295 50
13974 62300 50
48133 62622 50
40237 62637 50
62637 73055 37
32178 62719 50
41675 62770 50
7199 62847 50
62847 77982 6
62847 16363 24
44216 62873 50
25658 62927 50
62927 96617 23
74376 63026 50
54942 63074 50
3369 63363 50
99613 63400 50
63400 3828 23
18996 63488 50
85750 63804 50
24253 63915 50
6713 64064 50
92982 64278 50
64278 96318 48
9675 64384 50
26065 64473 50
64473 23395 15
64473 76439 19
76439 94137 42
13989 64557 50
64557 91013 27
38985 64573 50
64573 89355 16
89355 45930 12
45930 5615 10
5615 39462 19
3746 64620 50
97421 64684 50
64684 33181 42
71009 64745 50
64745 15307 23
1904 64899 50
46784 64933 50
24841 65046 50
22605 65121 50
31721 65140 50
69880 65158 50
62139 65404 50
17936 65409 50
17837 65558 50
65558 22984 25
75878 65655 50
6749 65740 50
65740 69719 19
65740 73110 30
69719 57155 35
63387 65879 50
41188 66239 50
1989 66546 50
66546 82009 48
67591 66619 50
11878 66902 50
66902 79538 28
4945 66908 50
84458 66917 50
66917 98412 28
56107 67026 50
32785 67346 50
80321 67367 50
67367 42774 12
48589 67539 50
45527 67821 50
67821 88625 22
76091 68328 50
22798 68413 50
55806 68822 50
88115 68947 50
68947 28155 17
28155 33546 25
28155 80529 46
3689 68993 50
25359 69089 50
73179 69171 50
37533 69214 50
69214 91530 19
50720 69342 50
89027 69386 50
69386 52466 12
73612 69434 50
96600 69560 50
29318 69590 50
12800 69687 50
24735 70005 50
41719 70333 50
38245 70417 50
70417 73932 37
73932 5209 45
5209 28663 38
5209 67527 50
19964 70426 50
70426 83644 31
48683 70523 50
70523 93489 20
49636 70635 50
66477 70755 50
41934 70767 50
12541 71030 50
73979 71302 50
27519 71327 50
87352 71356 50
71356 69605 12
71356 53502 39
40074 71611 50
93258 71626 50
71626 99779 2
99779 55190 48
94701 71873 50
40870 71941 50
17613 72117 50
69604 72128 50
94619 72148 50
72148 47677 18
47677 39849 6
47677 84592 7
48910 72219 50
72219 18209 14
18209 33235 20
90201 72458 50
81289 72825 50
23407 73030 50
42532 73123 50
53696 73210 50
93341 73246 50
73246 78051 24
36885 73436 50
99598 73479 50
28959 73509 50
73509 58586 42
15076 73623 50
93457 73707 50
33499 73782 50
57620 73988 50
18838 74032 50
74032 97265 4
82158 74040 50
84219 74145 50
74145 45811 8
78618 74202 50
74202 99741 14
99741 10284 11
99741 58389 18
58389 78662 8
74202 51226 43
51226 47124 20
74202 57250 48
8442 74507 50
1689 74580 50
74580 56451 2
34420 74729 50
76284 74744 50
143 74883 50
74883 91919 8
91919 41033 12
41033 84868 39
84868 32480 8
32480 88333 9
29737 74948 50
74948 21846 37
21846 6280 7
6280 35286 45
35286 57560 13
39050 75123 50
10837 75309 50
21465 75401 50
75401 31341 10
31341 23046 48
32487 75659 50
23510 76127 50
906 76517 50
97156 76620 50
82216 76655 50
76655 34623 38
34623 14092 41
76655 34405 43
34405 5498 6
5498 92872 6
92872 38020 2
38020 63170 2
63170 96466 14
38020 49397 19
53860 76845 50
33182 76937 50
84414 76955 50
44236 77261 50
86154 77265 50
48727 77340 50
32200 77362 50
72880 77404 50
75036 77450 50
6520 77465 50
41518 77479 50
3880 77703 50
30110 77778 50
618 77931 50
65885 78055 50
69666 78108 50
18258 78192 50
78192 87315 3
34580 78208 50
56137 78277 50
72682 78286 50
78286 8799 47
8799 93913 39
93913 58402 22
8799 18329 45
18329 11204 35
11204 22737 16
18329 33141 42
33141 97933 25
48545 78343 50
18688 78651 50
19168 78660 50
78660 14188 39
14188 38904 7
38904 74345 15
14188 61284 31
38904 73150 35
74345 34485 36
34485 29354 18
73150 73170 43
73170 60075 9
60075 99782 14
73170 78681 19
60075 93965 43
45538 78903 50
78903 93855 47
93855 52781 16
22563 78989 50
34308 79203 50
3668 79718 50
72917 79842 50
79842 18758 21
18758 67444 50
57316 80160 50
1665 80333 50
80333 20784 31
65167 80539 50
8301 80567 50
27273 80600 50
41899 80608 50
78190 80611 50
10305 80816 50
78516 80923 50
47209 80938 50
80938 61594 3
80938 88592 30
88592 97029 31
11227 81156 50
25881 81252 50
81252 45251 11
53451 81343 50
81343 45585 27
45585 44569 14
29 81382 50
81382 50054 25
58409 81595 50
81595 50177 17
3827 81660 50
24660 81740 50
48367 81746 50
18810 81754 50
8054 81784 50
35308 82065 50
15097 82136 50
82136 21590 17
8209 82199 50
3132 82215 50
82215 66934 21
66934 67556 1
49426 82220 50
13765 82316 50
82316 63881 12
17343 82398 50
82398 44130 16
82398 69722 22
5587 82636 50
22219 82734 50
6394 82745 50
55869 82822 50
82822 95984 35
71754 83219 50
96638 83276 50
42014 83280 50
4208 83497 50
76273 83543 50
83543 92767 11
14980 83751 50
83751 71818 8
71818 69947 49
20296 84091 50
90761 84546 50
60264 84685 50
75677 84766 50
84766 92631 2
8408 85108 50
90983 85163 50
81028 85187 50
14856 85233 50
12825 85261 50
55857 85265 50
25114 85732 50
38117 85904 50
32895 86176 50
51482 86389 50
12651 86462 50
32002 86717 50
86717 2004 33
40489 86718 50
34141 86849 50
86849 60772 39
34530 86981 50
86981 98028 8
86981 90555 43
66353 87250 50
87250 74981 5
43553 87282 50
80642 87379 50
87618 87527 50
80035 87658 50
67679 87856 50
87856 93590 32
37811 88110 50
6127 88114 50
88114 46464 50
46464 70129 23
70129 42250 5
70129 49049 35
70129 93365 38
48102 88259 50
20131 88325 50
11797 88339 50
16491 88394 50
17873 88588 50
78019 89006 50
6723 89033 50
3324 89123 50
64714 89354 50
76381 89679 50
89679 90160 16
89679 65343 35
89679 56079 43
18280 89680 50
97758 89781 50
29049 89892 50
89892 22138 27
90905 90095 50
36950 90099 50
78807 90272 50
98029 90288 50
39328 90315 50
50713 90342 50
90342 51830 29
51830 91389 2
91389 98049 3
98049 4203 18
90342 91115 43
91115 65385 34
91115 6575 48
91900 90446 50
90446 53638 31
53638 52359 9
53638 12469 10
12469 38485 8
38485 56596 21
56596 59426 8
52359 69526 28
69526 79700 5
79700 9534 14
9534 40357 19
9534 40797 23
9534 89571 28
10474 90500 50
94589 90811 50
39654 91046 50
32439 91159 50
81501 91280 50
25703 91395 50
91395 97812 45
74241 91455 50
91455 88143 28
17299 91463 50
17813 91535 50
93349 91572 50
84153 91576 50
58531 91664 50
51520 91753 50
15028 91816 50
66264 91864 50
46740 91958 50
52226 91966 50
631 92298 50
34324 92423 50
18056 92550 50
9520 92563 50
48084 92792 50
19 92944 50
92944 19141 47
48170 93162 50
91676 93304 50
17826 93371 50
93371 58164 21
67567 93433 50
93433 32860 23
32860 55353 4
32860 60219 18
32860 26687 20
55353 93988 30
26687 51458 41
51458 87019 33
25808 93613 50
93613 26781 3
26781 25353 29
26781 46031 46
2126 93885 50
60591 93930 50
44765 93978 50
93978 75365 29
66845 94388 50
94388 33386 17
33386 83263 11
61015 94705 50
94705 73857 29
73857 40459 9
94705 42268 41
42268 43239 29
42268 80000 48
20003 94873 50
83752 95131 50
85219 95219 50
48588 95233 50
18206 95359 50
379 95542 50
82783 95652 50
95652 66155 4
25126 95971 50
95971 51466 24
51466 92699 2
49391 96253 50
78233 96280 50
85440 96377 50
96377 32638 17
22319 96532 50
24885 96776 50
94516 96988 50
77900 97117 50
97117 83822 1
97117 28509 3
84261 97145 50
68999 97194 50
51810 97198 50
97198 31405 33
31405 55456 13
71596 97225 50
44028 97295 50
56403 97336 50
75661 97379 50
61772 97632 50
31668 97700 50
77038 97736 50
78779 97810 50
92429 97939 50
97939 64286 9
44772 98017 50
98017 87797 18
87797 59774 26
87797 96297 32
96297 46618 23
59774 23104 37
14541 98096 50
8723 98151 50
98151 95016 42
95016 20997 8
20997 99828 40
59180 98245 50
44949 98330 50
98330 65790 21
43871 98570 50
3617 98662 50
92297 98893 50
12078 98921 50
98921 78531 29
32914 98946 50
9729 98984 50
62318 98989 50
2870 99173 50
2542 99317 50
21340 99530 50
18105 99838 50
9214 99858 50
97312 99909 50
77515 99932 50
18430 99947 50
96306 1158 51
1158 23016 9
1158 46018 16
46018 30057 28
23016 47533 44
2337 1279 51
1279 87443 3
1381 1572 51
1572 45779 49
15656 2010 51
2010 29254 12
12718 2208 51
131 2662 51
2662 7289 25
2662 3336 40
222 2793 51
3716 2849 51
1673 2932 51
7838 3023 51
3023 19422 13
3023 13734 44
26611 3591 51
25431 3599 51
3599 26017 9
22387 3805 51
56768 3851 51
3851 95700 39
95700 45338 14
57758 3976 51
3976 23096 11
3976 86708 36
86708 45995 39
6339 4176 51
24760 4338 51
3953 4389 51
4389 51778 21
51778 71056 23
2181 4826 51
4826 68524 10
30347 5140 51
5140 5965 13
5965 28111 13
12940 5325 51
19644 5435 51
5435 24028 12
3190 5581 51
17599 5860 51
5860 99524 10
5860 89793 36
82757 6276 51
6276 77336 3
78900 6709 51
6709 67563 22
67563 70640 25
70640 15933 27
13681 6854 51
6854 27058 27
27058 23528 14
6854 11623 42
4449 6952 51
6952 40422 13
6952 90845 14
90845 24512 35
24512 13815 6
24512 78594 42
32873 7195 51
7195 87393 3
7195 26670 12
26670 41887 5
41887 46268 21
7195 33826 49
76471 7451 51
4159 7580 51
7580 75224 2
79654 7768 51
7768 51892 13
51892 75949 1
7768 98610 50
2476 7783 51
3444 7902 51
7902 20862 6
7902 11569 19
11569 74770 20
74770 29183 9
29183 52732 42
3437 8086 51
49541 8098 51
8098 87362 12
8098 41933 42
41933 5542 27
5882 8152 51
1283 8168 51
19091 8614 51
4456 8625 51
8625 25327 35
25327 77163 12
25327 22322 50
22322 85848 6
85848 59987 34
59987 52159 23
96703 8901 51
64510 9085 51
9085 22325 10
22325 89676 38
4373 9091 51
9091 32769 32
32769 39675 16
32769 33098 31
33098 74878 30
74878 33204 44
33204 66352 27
33204 91091 43
91091 92639 3
66352 98707 43
39675 79872 50
79872 82971 19
16393 9168 51
9168 21118 29
7435 9206 51
17990 9628 51
9628 4464 24
24249 9730 51
9730 22493 16
109 9769 51
1382 10059 51
19127 10096 51
15003 10141 51
61071 10321 51
5746 10842 51
10842 96807 29
96807 87286 40
87286 86634 47
2101 11006 51
5818 11081 51
11081 27518 22
17496 11597 51
44639 11778 51
11778 18171 25
11778 12031 31
70428 11922 51
11922 30550 39
30550 4965 8
4965 9592 33
9592 9882 24
9882 83325 22
9592 38526 33
5517 11941 51
11941 80813 2
11941 59674 26
59674 92985 9
9985 11969 51
11969 84577 45
84577 38966 37
5752 12019 51
12019 70761 5
70761 69381 14
12019 73833 43
17297 12068 51
12068 8428 5
8428 22792 35
22792 38543 26
22792 38368 44
7538 12406 51
7737 12451 51
24466 12488 51
51873 12582 51
12582 23330 14
12582 23820 15
12582 91950 33
91950 56288 40
11222 13202 51
73694 13287 51
13287 28103 4
8076 13484 51
13484 67723 28
67723 71332 21
67723 16220 34
60685 13525 51
6334 13773 51
48380 13798 51
4307 13857 51
13857 75548 9
2429 14347 51
70991 14376 51
3908 14603 51
15718 14838 51
590 15272 51
65805 15408 51
15408 35908 17
15408 23742 47
23742 72197 42
72197 71514 13
49099 15483 51
15483 57803 12
15483 51497 23
15483 70838 26
51497 20631 36
16973 15567 51
40106 16016 51
59674 16089 51
6601 16369 51
397 16510 51
16510 55587 17
55587 76991 16
39467 16816 51
41735 16873 51
23524 16880 51
16880 4721 28
4721 25160 4
25160 41896 47
17887 16944 51
88654 17001 51
23967 17134 51
95484 17293 51
14784 17465 51
17465 13578 7
17465 90912 11
13578 2688 38
57624 17592 51
14766 17652 51
17652 17074 23
17074 76812 29
17144 17698 51
17698 38126 26
17698 58512 30
4578 17722 51
9674 17805 51
17805 82490 41
803 17812 51
17812 30628 39
27386 17846 51
17846 40196 27
40196 65523 43
65523 93998 1
41882 17883 51
16909 18266 51
18266 62787 2
62787 23180 26
9920 18347 51
18347 60745 40
60745 82780 38
18347 84312 47
6099 18391 51
18391 18985 44
18985 41747 36
41747 75747 37
75747 21237 26
21237 62245 19
309 18392 51
18392 96908 18
18392 58954 26
39616 18572 51
10434 18663 51
41693 19038 51
78258 19235 51
36478 19410 51
19410 36405 16
36405 12407 12
12407 92397 29
16194 19903 51
52053 20059 51
20059 73114 23
22436 20077 51
26795 20173 51
20173 55288 7
8399 20177 51
3997 20584 51
57883 20641 51
14479 21082 51
21082 47352 5
10990 21179 51
23766 21396 51
10965 21428 51
30203 21452 51
61272 21490 51
21490 7525 46
7525 62743 13
7525 50624 20
7525 7806 26
7806 22262 2
22262 31180 20
50624 62877 35
7525 45180 38
22262 47551 39
47551 70807 21
18225 21821 51
21821 32184 49
11965 21954 51
91484 21989 51
18588 22118 51
33584 22294 51
3726 22315 51
8644 22421 51
73121 22692 51
33798 22933 51
9360 23062 51
18887 23214 51
15636 23265 51
23265 93150 5
20025 23269 51
87920 23276 51
23276 42399 49
13871 23847 51
23847 69933 47
69933 48643 3
54950 23948 51
23948 27442 35
68591 24167 51
24167 10179 23
85050 24180 51
11568 24308 51
24308 50289 46
43448 24339 51
21538 24383 51
19221 24698 51
20511 24700 51
826 24728 51
19674 24802 51
82422 24857 51
4266 24893 51
28433 24979 51
17111 25049 51
25049 76495 32
3949 25305 51
25305 68442 5
3678 25542 51
16577 25688 51
37822 25882 51
7471 26145 51
26145 20224 3
26145 988 30
988 2241 5
2241 69273 24
89330 26290 51
9898 26329 51
8143 27059 51
7472 27100 51
14167 27361 51
27283 27514 51
27514 84417 39
84417 84731 49
42054 27554 51
44197 27575 51
11858 27584 51
22195 27638 51
2955 27819 51
27819 25467 12
25467 9922 18
14156 27931 51
15732 28270 51
83288 28388 51
12161 28404 51
26397 28477 51
39189 28906 51
16992 28971 51
28971 58666 10
6951 29030 51
24755 29592 51
29592 97567 14
50027 29978 51
1331 30026 51
30026 66105 50
66105 79553 42
19667 30248 51
30248 51521 12
51521 76016 16
51521 90504 17
6537 30460 51
97959 30529 51
30529 46429 48
46429 99986 7
46429 94931 21
30529 68005 48
869 30543 51
30543 33165 8
1538 30774 51
30774 20062 21
30774 91837 48
55660 30787 51
30787 59994 2
59994 3065 5
3065 27995 11
27995 29634 14
29634 84200 7
3065 90450 20
90450 29359 8
29359 92211 30
27995 22367 36
22367 45382 9
84200 99320 38
53806 30838 51
30838 37202 44
37202 37117 43
37117 46741 34
11870 30869 51
86319 31050 51
260 31155 51
31155 36707 49
36707 89481 20
14131 31386 51
91071 31414 51
46231 31709 51
18058 31823 51
15154 32030 51
7281 32041 51
3675 32186 51
32186 90297 13
14636 32237 51
25502 32346 51
42473 32437 51
25889 32446 51
91294 32926 51
25546 33138 51
59216 33158 51
88348 33206 51
33206 10809 3
25944 33335 51
24718 33349 51
33349 64970 18
21745 33603 51
80144 33830 51
33830 8518 40
33830 70197 42
16945 34058 51
34058 41128 14
23584 34118 51
14743 34205 51
44561 34232 51
34232 31379 25
74222 34824 51
30135 34998 51
12879 35015 51
59134 35138 51
21741 35202 51
35202 50901 32
36801 35267 51
96868 35329 51
37724 35523 51
35523 61136 2
61136 27170 17
27170 22308 23
10005 35745 51
32147 35848 51
50389 35956 51
35956 70720 25
70720 74720 40
30813 36158 51
4881 36185 51
19555 36523 51
36523 96265 41
64957 36722 51
36722 38381 2
34375 36845 51
36845 51464 13
36845 81693 16
33774 37071 51
33686 37107 51
37107 83205 12
4569 37278 51
52705 37476 51
37476 74165 1
955 37601 51
37601 63085 11
91150 37975 51
36891 38371 51
38371 77666 39
39036 38602 51
38602 86728 34
86728 3797 27
11861 38619 51
38619 50474 17
38619 82265 35
13209 38711 51
38711 69480 35
13215 38853 51
38853 33213 30
33213 32596 47
91328 38879 51
38879 92116 38
23408 39292 51
39292 52703 1
39292 84217 13
84217 35756 4
35756 62578 36
84217 64752 37
64752 48104 5
39292 11509 39
39292 72356 40
2632 39453 51
49647 39551 51
25545 39571 51
68005 39967 51
39967 66791 30
39967 38347 49
38347 19223 3
19223 60445 6
38347 75631 43
64753 40209 51
40209 26540 20
26540 76049 10
16623 40770 51
39840 40789 51
8046 40978 51
12215 41199 51
20820 41302 51
3020 41408 51
41408 8785 42
1652 41438 51
41438 57653 22
28884 41457 51
28532 41461 51
17617 41764 51
42324 41815 51
30391 41822 51
31066 41897 51
63492 41915 51
41915 18963 26
41915 50423 47
22029 42234 51
22860 42688 51
42688 43533 32
89319 42808 51
42808 67390 21
34594 43152 51
14271 43160 51
5204 43195 51
40540 43235 51
21757 43421 51
43421 66317 47
30549 43667 51
43667 98142 24
98142 81470 49
6292 43777 51
19354 43885 51
80174 43939 51
59594 43965 51
43965 49244 18
43965 58366 28
28695 44039 51
44039 57833 40
73893 44225 51
972 44281 51
66615 44542 51
34665 44575 51
7288 44599 51
18164 44621 51
83778 44701 51
44701 94864 44
38702 44799 51
23962 45034 51
46657 45073 51
45073 44522 35
48453 45139 51
45139 22973 1
22973 89011 8
45139 810 32
19122 45202 51
7151 45211 51
16530 45283 51
95317 45712 51
45712 63142 28
40130 45841 51
33601 46351 51
25637 46391 51
50072 46549 51
6057 46823 51
51297 46962 51
30298 47788 51
47788 82239 9
98033 47801 51
86121 47842 51
47842 88246 46
87615 47972 51
47972 46656 18
47972 94751 18
61454 48023 51
48023 10847 2
48023 99937 45
11409 48387 51
48387 34125 11
82873 48512 51
58622 48675 51
34242 48791 51
48791 96496 4
48791 64721 5
64721 70898 4
64721 46829 19
48791 74795 35
19656 48888 51
48888 56236 6
19899 49006 51
12456 49064 51
24135 49078 51
50727 49204 51
49204 74256 11
74256 45428 7
45428 1198 17
1198 20648 33
20648 28450 1
28450 34426 16
20648 58318 42
42090 49356 51
48548 49404 51
62240 49599 51
34966 49602 51
49602 71903 4
49602 60168 8
74366 49763 51
33986 49994 51
30673 50083 51
69814 50095 51
62937 50290 51
50290 33543 36
43301 50443 51
50443 15458 15
81808 50636 51
8640 50857 51
50857 67673 1
67673 52083 6
25343 51007 51
84613 51016 51
24157 51082 51
51082 94708 29
51082 27901 43
80117 51125 51
76369 51469 51
15637 51505 51
58531 51603 51
51603 31670 51
82202 51692 51
13212 51991 51
51991 40878 34
56904 52038 51
52038 42060 31
13352 52197 51
81531 52346 51
3356 52426 51
66540 52433 51
6312 52921 51
27196 53026 51
53026 43808 7
59087 53085 51
82001 53279 51
53279 23416 48
2745 53439 51
8064 53448 51
27507 53452 51
75717 53774 51
19583 53815 51
22275 53931 51
61600 53993 51
53993 52665 4
77185 54015 51
45660 54096 51
9345 54481 51
22637 54545 51
54545 29693 27
29693 49611 16
29693 24765 26
49611 51793 27
51793 3161 26
53487 54658 51
88704 54665 51
54665 93873 35
54665 21646 51
28370 54748 51
54748 62054 26
24743 54839 51
16425 54847 51
54847 49438 14
65732 54916 51
23533 55501 51
55501 69313 13
55501 85765 15
48737 55879 51
55879 56196 20
56196 95447 33
42442 56355 51
56355 66526 13
25194 56380 51
56380 55219 30
8876 56745 51
19622 56849 51
52585 56986 51
56986 85371 30
97389 57150 51
57150 66644 8
24085 57182 51
57182 59560 47
9120 57236 51
57236 96126 48
59255 57501 51
6783 57549 51
65881 57605 51
10092 57739 51
57739 67080 23
47624 57924 51
51921 58018 51
79330 58028 51
85859 58279 51
68817 58399 51
27531 58523 51
36347 58574 51
19228 58646 51
58646 97837 30
43784 58709 51
38542 58784 51
58784 68382 1
68382 78780 35
3047 59063 51
56662 59540 51
22849 59704 51
59704 84959 45
84959 77437 17
32069 59765 51
15339 59872 51
44552 60056 51
89170 60086 51
65889 60217 51
60217 62160 24
31393 60681 51
25116 60720 51
27302 60871 51
28406 60944 51
60944 80378 35
79668 61054 51
49164 61327 51
30093 61417 51
96643 61494 51
18187 61585 51
49128 61587 51
93298 61593 51
58737 61751 51
52568 61802 51
4834 61826 51
22648 61858 51
75331 62028 51
14045 62042 51
17435 62153 51
36345 62171 51
29306 62238 51
62238 77329 30
77329 5273 16
37967 62292 51
62292 74899 3
62292 99764 29
18111 62344 51
62344 41045 43
28185 62487 51
28477 62512 51
44757 62659 51
24319 62893 51
62893 60556 14
62893 43006 16
43006 92608 42
92608 58386 10
58386 16054 16
62893 71736 49
71736 92583 28
16054 12891 50
57492 63027 51
71640 63112 51
16944 63136 51
12446 63180 51
63180 77418 11
99251 63206 51
63206 52101 42
26967 63247 51
53222 63253 51
63253 94956 41
23155 63347 51
56187 63410 51
63410 83698 30
32660 63597 51
32122 63653 51
26057 63713 51
90715 64014 51
26584 64027 51
2480 64188 51
35382 64253 51
22945 64435 51
64435 60446 21
60446 66781 12
