Algorithm: Kruskal's MST
557 6980 19
1130 7458 19
4912 5531 19
522 2091 19
1469 7792 19
2377 6631 19
5122 5684 19
3846 5309 19
4492 5854 19
3473 5585 19
476 9141 19
843 3475 19
3254 7193 19
2377 9879 19
6642 9652 19
1253 4940 19
3196 3407 19
1579 6784 19
4172 8005 19
4005 7941 19
2401 8571 19
3729 9876 19
2351 3011 19
1539 6485 19
1740 2214 19
9001 9397 19
5228 8714 19
2151 5102 19
2796 6099 19
6540 7404 19
206 2232 19
5142 9834 19
5116 9523 19
1986 5689 19
6710 8001 19
163 1647 19
5103 8876 19
5452 9905 19
2233 9565 19
1545 6797 19
2593 2751 19
1768 2776 19
2314 8201 19
6195 7543 19
609 5226 19
2047 3488 19
3208 7223 19
1784 4010 19
1170 2776 19
1459 6785 19
5457 6655 19
132 734 19
992 6979 19
5287 9827 19
423 3646 19
893 3848 19
7064 7722 19
4479 4508 19
5878 8141 19
894 8242 19
4239 8188 19
7190 8755 19
6420 8309 19
2226 6286 19
619 4857 19
1712 4346 19
4297 4509 19
4707 5723 19
6442 7600 19
1501 6579 19
7 5551 19
600 2146 19
1115 7718 19
2432 3830 19
1525 1948 19
1921 2354 19
7155 9092 19
7967 8350 19
513 5873 19
3871 6485 19
8754 9184 19
2142 7531 19
714 2738 19
5441 6523 19
4659 5861 19
1782 4658 19
9083 9354 19
1236 6827 19
2296 4716 19
4907 9258 19
1298 8390 19
3562 9696 19
3563 4171 19
3765 4222 19
4526 4559 19
6408 9862 19
2437 9440 19
3956 4530 19
1211 2495 19
2 7163 19
5165 6107 19
6236 6399 19
407 728 19
7726 8612 19
4028 6710 19
2437 5276 19
3156 9612 19
32 5880 19
708 1086 19
7393 7587 19
0 233 19
2739 6773 19
5138 8259 19
2112 4836 19
2070 9576 19
1845 3078 19
1055 7578 19
705 6540 19
4851 8774 19
3072 3900 19
7488 8587 19
4372 7936 19
426 7515 19
1412 8508 19
126 1096 19
9436 9876 19
3561 3837 19
1431 8107 19
8389 8424 19
338 5561 19
1791 1797 19
6350 7473 19
5612 6707 19
294 5264 19
6051 6305 19
8388 9701 19
1975 3725 19
1002 4553 19
538 1984 19
867 3074 19
3522 5091 19
90 905 19
7349 7882 19
58 193 19
9452 9539 19
142 1585 19
4225 5415 19
4101 6972 19
3970 4490 19
2349 3792 19
1586 3512 19
2670 3494 19
4653 7788 19
2580 2829 19
2987 8825 19
2807 7157 19
306 6942 19
2670 4352 19
227 461 19
1852 6779 19
4878 6390 19
6971 7069 19
2265 4303 19
3410 6369 19
1319 9336 19
4715 7017 19
3573 9608 19
1072 9731 19
250 1945 19
1985 4020 19
6609 7818 19
4919 7547 19
8395 9307 19
2705 6065 19
140 6490 19
1462 1733 19
2118 6405 19
1140 2454 19
720 824 19
5769 6071 19
4493 9925 19
4224 6605 19
5044 7720 19
5951 8330 19
976 2143 19
1757 8067 19
1221 1734 19
4709 9713 19
3587 4587 19
3188 3696 19
427 3258 19
2036 4213 19
8774 9337 19
3409 4640 19
2784 9917 20
7863 9427 20
5123 9638 20
1079 3554 20
1382 2805 20
1360 5461 20
8514 9166 20
1201 4726 20
920 2310 20
5117 9029 20
7476 8750 20
159 5755 20
5000 5571 20
3990 8407 20
3638 4474 20
3410 7655 20
2426 5537 20
3010 6689 20
9678 9871 20
9157 9639 20
1552 5145 20
5 544 20
2434 5498 20
4886 5270 20
4239 9270 20
1377 2545 20
3251 9570 20
5672 7027 20
6059 9595 20
2780 7107 20
810 5214 20
267 8706 20
6090 8367 20
560 1718 20
3740 8662 20
7854 8931 20
1700 8090 20
4472 9806 20
798 1293 20
1030 8663 20
1212 5133 20
648 2342 20
195 7946 20
434 5583 20
6616 7089 20
4656 6811 20
925 7316 20
6448 8359 20
873 1347 20
18 2583 20
1790 2934 20
1897 8741 20
4098 4975 20
6393 9012 20
5556 5703 20
1705 5543 20
2816 6372 20
4970 5655 20
4846 8087 20
5731 6034 20
880 6265 20
6135 8034 20
2180 3079 20
3508 7250 20
4538 9471 20
2970 3704 20
3710 8591 20
70 2299 20
472 8335 20
4381 4773 20
862 1079 20
626 3840 20
392 3868 20
2176 3370 20
2077 3739 20
8384 8846 20
4104 7533 20
3520 7307 20
870 2548 20
610 7567 20
6990 9669 20
615 1931 20
4379 8317 20
377 5140 20
6416 9098 20
3798 5868 20
7779 8647 20
125 4720 20
1240 4884 20
8469 9902 20
6406 8484 20
950 2542 20
1750 8371 20
2293 3449 20
123 3885 20
4608 6713 20
5395 5848 20
2692 5041 20
513 9065 20
1241 4107 20
617 1363 20
2034 4142 20
2319 6374 20
2073 6061 20
3543 5656 20
2819 9807 20
3841 8729 20
5609 9161 20
6027 9878 20
2326 9880 20
8410 9776 20
882 5290 20
2283 9657 20
2280 7729 20
2789 6187 20
7125 7597 20
6567 7285 20
2023 6503 20
3688 3891 20
3443 9661 20
7421 8412 20
4139 9618 20
2163 4039 20
5070 6394 20
4001 4698 20
1586 7409 20
432 1456 20
833 7440 20
6147 6478 20
5928 9768 20
1711 8415 20
1079 9072 20
818 4196 20
4250 5748 20
6580 9411 20
2888 3635 20
7286 7457 20
6156 7148 20
3098 6843 20
985 7399 20
4994 6049 20
273 2801 20
3065 7961 20
5565 7586 20
2195 6100 20
823 6256 20
2251 8768 20
3481 4403 20
2149 7420 20
1011 3353 20
1121 7857 20
1941 3744 20
6503 9434 20
545 2655 20
1492 7741 20
4414 6335 20
3575 5411 20
604 7808 20
7770 8228 20
4510 9566 20
2072 6369 20
628 5223 20
152 4466 20
181 426 20
68 341 20
2890 7135 20
6523 9602 20
4305 5602 20
67 3202 20
1398 2777 20
634 5419 20
7019 7173 20
1083 4835 20
2168 3994 20
3089 5611 20
7509 8438 20
2652 7862 20
837 7442 20
1700 1815 20
1721 6679 20
1277 4690 20
1846 7753 20
3886 6519 20
1227 7427 20
5096 7478 20
56 1957 20
742 6386 20
4167 4574 20
5611 6989 20
6131 8929 20
8025 8169 20
776 3528 20
2027 5236 20
3181 9048 20
7925 8421 20
321 8535 20
5721 9397 20
7106 7823 20
5279 7021 20
2524 8400 20
1195 6045 20
1292 3341 20
1556 4031 20
7925 9376 20
1419 8946 20
5694 8312 20
3159 8122 20
6341 8350 20
3174 7175 20
1302 6596 20
22 5092 20
4203 8719 20
4583 9707 20
1454 3377 20
6093 7761 20
1630 4718 20
1460 3616 20
4708 5710 20
6197 8043 20
4712 5407 20
496 8894 20
4337 8770 20
2271 8156 20
957 4160 20
6205 7937 20
224 5349 20
4897 9161 20
259 357 20
6352 9128 20
2116 3501 20
9132 9169 20
3319 5768 20
3613 3845 20
1172 2126 20
4193 7848 20
1457 3604 20
6632 9115 20
967 9510 20
6713 9642 20
3357 5182 20
4455 4871 20
5419 8218 20
5828 6537 20
57 211 20
784 9865 20
2446 4786 20
1073 1303 20
2446 8572 20
2777 8643 20
7350 9739 20
1332 6473 20
8916 9278 20
1851 7264 20
1057 2531 20
2976 6933 20
2605 2958 20
1069 9137 20
5302 9126 20
3357 6590 20
2265 2807 20
2559 6012 20
4462 4840 20
3157 3746 20
1693 6529 20
4691 8980 20
1377 6901 20
661 6749 20
1970 7764 20
1673 7373 20
1038 2661 20
1338 2200 20
1058 7916 20
4328 5209 20
4739 8074 20
1975 6081 20
1140 7482 20
6846 8248 20
453 8075 20
1373 2556 20
6212 7911 20
2449 4786 20
1143 3582 20
146 9697 21
2652 8361 21
284 6879 21
2850 5745 21
295 6456 21
4718 7003 21
4834 6099 21
1853 2819 21
3219 3746 21
120 7064 21
3341 8549 21
4309 8014 21
627 2460 21
2103 6448 21
225 4733 21
152 212 21
3167 4322 21
5196 8155 21
1221 8851 21
5842 7597 21
429 5039 21
2104 5750 21
489 768 21
1513 2139 21
3062 3446 21
4457 9442 21
1607 3693 21
4495 9862 21
2027 7701 21
1285 9800 21
1857 5584 21
8291 8932 21
1168 9699 21
1044 8745 21
2927 7886 21
634 2044 21
843 1474 21
1465 6812 21
6121 6224 21
1065 2856 21
8037 9674 21
3278 9238 21
2031 5660 21
7048 7662 21
6709 9124 21
5185 6816 21
4119 9346 21
5378 8749 21
9343 9682 21
467 5343 21
3945 8396 21
3349 4048 21
4506 7971 21
2193 9495 21
4979 8133 21
1010 8481 21
2967 9759 21
7085 8861 21
2853 3583 21
1698 2349 21
1011 4040 21
1684 3023 21
5936 8446 21
475 7983 21
8028 8938 21
1585 6887 21
4604 9687 21
466 716 21
3029 4998 21
1695 5029 21
6421 7079 21
5086 5650 21
1458 5782 21
4424 6581 21
973 1221 21
3081 6801 21
2307 8498 21
2289 7579 21
448 7623 21
4528 4555 21
8643 8682 21
6796 9068 21
3047 5245 21
1605 1765 21
1690 5615 21
1322 2634 21
2822 3121 21
4400 9571 21
7525 8868 21
2536 9380 21
1900 6161 21
401 1523 21
6278 8749 21
4208 5643 21
3199 9820 21
3901 7329 21
2561 3964 21
3571 6194 21
8486 8817 21
123 1770 21
6137 6834 21
1693 7105 21
3568 8465 21
345 2905 21
7210 7714 21
6412 7247 21
2033 5733 21
1635 8088 21
2701 7069 21
7352 8988 21
6801 9005 21
1411 4005 21
6301 7019 21
3907 6813 21
2549 3303 21
7217 8434 21
4065 7236 21
7302 8199 21
381 3207 21
4212 4632 21
585 658 21
4844 8451 21
1603 9598 21
687 6521 21
3332 4041 21
1804 9053 21
7982 8880 21
1614 4782 21
2944 6111 21
1497 7203 21
5331 7543 21
2676 9950 21
4533 6163 21
980 9534 21
458 2406 21
9084 9285 21
1180 7876 21
339 578 21
4375 4517 21
7389 8682 21
4839 6823 21
5601 5743 21
2211 5371 21
962 1050 21
1087 9953 21
6366 8307 21
9346 9952 21
2181 6307 21
2034 4941 21
101 2721 21
9443 9831 21
248 5727 21
3757 7782 21
4584 8650 21
5636 8469 21
3915 6538 21
75 631 21
5363 8136 21
2181 6669 21
3320 6398 21
5211 8832 21
2287 7617 21
540 2465 21
1427 6086 21
6775 8043 21
7248 9444 21
690 1631 21
689 6141 21
2118 3861 21
3529 8479 21
3173 6947 21
1928 8345 21
2397 6782 21
7098 9031 21
266 6074 21
5902 6480 21
1812 9010 21
5850 7604 21
2956 4571 21
1829 3936 21
4560 9249 21
3967 7886 21
4164 9455 21
2273 2857 21
2645 4282 21
1948 4700 21
207 8480 21
1365 6801 21
367 9290 21
170 919 21
497 5603 21
2252 8730 21
7859 9786 21
62 2650 21
641 7437 21
3984 8784 21
5251 6052 21
55 89 21
7746 8183 21
4299 9543 21
1471 8357 21
3782 4348 21
3262 7204 21
764 4513 21
5543 6929 21
4151 7200 21
1076 7862 21
775 9872 21
1862 5615 21
7356 8008 21
381 8536 21
1329 1788 21
7599 7976 21
3049 9436 21
2455 4337 21
4437 5729 21
211 9511 21
3369 7943 21
5547 9764 21
82 115 21
6015 7643 21
3982 8573 21
63 1015 21
642 9935 21
268 709 21
4796 5123 21
327 969 21
3381 4173 21
5761 5924 21
6150 6654 21
4248 5473 21
5659 7891 21
2153 8213 21
3869 4681 21
6047 9962 21
8594 9609 21
2853 5304 21
1935 6751 21
2044 2932 21
395 1040 21
4756 7995 21
2467 9451 21
2779 6000 21
4157 9241 21
7452 8447 21
6860 8175 21
3405 9827 21
6924 8578 21
1534 4340 21
8936 9315 21
3072 5852 21
3462 9053 21
1608 2303 21
1886 9740 21
7025 8498 21
4401 9850 21
2917 7836 21
4449 7421 21
1827 5471 21
5726 7990 21
3424 8797 21
198 1626 21
3276 3722 21
22 9178 21
3070 3627 21
4556 7510 21
2439 8663 21
2016 2557 21
7496 7862 21
4781 9251 21
6660 7600 21
5325 6061 21
3452 7193 21
8185 9412 22
4758 7187 22
321 5467 22
993 9512 22
6338 9623 22
5357 9431 22
4415 6566 22
207 8541 22
6101 6779 22
2182 3770 22
5614 9934 22
608 6027 22
74 6541 22
18 105 22
1623 5669 22
1105 7631 22
1126 9321 22
6063 8724 22
1691 2179 22
6060 7889 22
288 591 22
4458 6187 22
2328 9247 22
1795 6834 22
7282 7863 22
2463 7848 22
3816 6953 22
235 2182 22
1360 6486 22
183 5992 22
1165 6670 22
9187 9330 22
619 6201 22
7314 7339 22
3988 9649 22
454 2234 22
879 6948 22
4846 8489 22
33 6243 22
717 4785 22
4064 6958 22
1324 7471 22
4691 6200 22
7930 9075 22
7670 7674 22
7398 8919 22
3904 7613 22
1358 5260 22
1592 8046 22
7866 8475 22
905 3513 22
783 6332 22
5458 6758 22
5074 9619 22
126 2101 22
2141 4391 22
3027 3594 22
2846 5419 22
420 9673 22
4406 4728 22
3777 7417 22
3305 7968 22
2831 4323 22
2435 9355 22
6811 6970 22
4589 6658 22
1395 9747 22
4162 6462 22
7938 8225 22
1199 1739 22
699 3621 22
974 9591 22
1993 3072 22
2277 2347 22
695 842 22
6284 8263 22
5344 6394 22
5607 6234 22
1321 2486 22
3685 3812 22
2720 6725 22
21 9633 22
3758 8085 22
5258 9658 22
8117 9416 22
532 9784 22
3386 6326 22
2713 9390 22
3151 5310 22
5238 7159 22
2317 7827 22
1951 2422 22
6431 7023 22
7505 9966 22
5503 8392 22
3051 4047 22
1755 2140 22
128 505 22
5564 9313 22
1745 8285 22
956 1306 22
9654 9820 22
129 9496 22
1736 8803 22
615 1913 22
1989 3053 22
5260 5393 22
361 8931 22
4951 8894 22
9563 9833 22
222 4665 22
6065 6119 22
1212 2840 22
8568 8943 22
3789 5709 22
1795 2045 22
1565 2167 22
4727 9940 22
1733 3863 22
3603 5090 22
976 1919 22
2267 6327 22
1391 8262 22
3800 5796 22
6688 7506 22
2843 3380 22
2162 5611 22
1821 8367 22
3577 4197 22
1450 2732 22
8552 9571 22
628 1909 22
4797 7137 22
3916 8446 22
105 205 22
4828 5229 22
3133 7835 22
1387 3307 22
1549 5380 22
2130 9872 22
1660 2096 22
2172 4980 22
1435 5720 22
2359 6029 22
7699 9066 22
1861 6891 22
5988 7866 22
2909 3432 22
1166 8006 22
2166 4400 22
2165 7490 22
2657 2895 22
2592 7562 22
4939 7220 22
4004 9003 22
1284 9727 22
672 856 22
1746 5291 22
4302 9323 22
2252 6810 22
2913 9370 22
1522 9328 22
316 3411 22
4810 5220 22
7585 7799 22
1156 4752 22
6387 8862 22
6709 7843 22
3981 6928 22
7618 8519 22
2390 6554 22
2081 4472 22
5132 5941 22
6305 8773 22
497 7328 22
419 476 22
2170 7373 22
5225 7504 22
8294 9512 22
2657 9392 22
2252 7308 22
5471 9527 22
634 1981 22
317 7177 22
5813 6945 22
4674 5617 22
1121 6787 22
3163 7425 22
5268 9750 22
1278 8327 22
230 379 22
6661 7668 22
870 1455 22
1880 8762 22
3615 6288 22
4714 8625 22
3289 5276 22
3431 5513 22
1441 9576 22
2998 3899 22
294 6029 22
3338 8152 22
2120 7018 22
8693 9077 22
2951 4072 22
174 6724 22
4485 4831 22
2517 5587 22
5270 6438 22
1344 9356 22
6765 7764 22
6769 8865 22
2465 9028 22
3846 6959 22
7661 9922 22
2899 4649 22
4428 8519 22
484 749 22
1480 5625 22
1780 6255 22
2855 4869 22
3002 3727 22
2765 8673 22
4649 6832 22
4388 7694 22
7469 9615 22
4843 6095 22
2525 6140 22
5820 7991 22
4498 7381 22
3629 9977 22
9013 9721 22
822 2713 22
3980 4408 22
6 2518 22
226 7838 22
576 4019 22
6676 7575 22
5468 6005 22
1341 5885 22
1006 9837 22
5526 8827 22
9180 9954 22
2228 6323 22
918 7986 22
2748 8462 22
4407 5127 22
6475 6908 22
1022 1933 22
2993 5465 23
3598 8543 23
8490 9912 23
5206 5647 23
2273 4953 23
7406 8245 23
942 8190 23
1522 2566 23
3640 7419 23
85 3497 23
378 1254 23
4914 5126 23
4425 6503 23
6359 9778 23
2223 7736 23
4955 7772 23
4877 6006 23
4051 4802 23
930 7205 23
92 6453 23
980 7858 23
971 3443 23
4881 5132 23
3676 9559 23
3669 3842 23
4022 7856 23
960 3775 23
1213 4738 23
5380 7971 23
5215 6756 23
3656 7232 23
1521 7176 23
3220 4195 23
3220 6735 23
4631 8165 23
1317 6991 23
639 5718 23
34 150 23
3241 4986 23
1701 2856 23
653 682 23
6177 7521 23
4660 9950 23
1767 6231 23
5075 5097 23
1094 3968 23
1094 1379 23
2709 2756 23
7017 8837 23
7016 9109 23
1709 4446 23
3201 7645 23
5833 6332 23
4614 5353 23
394 9356 23
621 7320 23
2684 4106 23
623 2307 23
5072 9693 23
5708 6229 23
3310 8560 23
7921 8234 23
4221 6372 23
2940 3034 23
5435 7366 23
3301 8460 23
1194 6997 23
5439 5692 23
2551 6675 23
4701 7697 23
238 6717 23
3312 9994 23
2942 5970 23
6052 8448 23
4708 6474 23
3323 3727 23
234 967 23
451 6578 23
1191 3647 23
2093 8369 23
1832 4848 23
1069 8289 23
1157 9776 23
670 7060 23
2596 4819 23
4228 4363 23
1812 7885 23
2585 9823 23
399 884 23
3284 8642 23
680 2584 23
7921 8141 23
4405 6294 23
3110 8261 23
2845 3160 23
4379 7150 23
1175 7239 23
7621 9994 23
3109 5998 23
17 4365 23
6098 7285 23
7214 9891 23
2824 8930 23
2824 8163 23
4318 8866 23
342 7429 23
341 6913 23
536 926 23
1414 1920 23
3120 4309 23
7638 8877 23
1364 4110 23
2903 4975 23
3067 8940 23
1366 2622 23
5541 9974 23
7275 8676 23
3837 7756 23
508 2532 23
5354 8921 23
4334 8296 23
5740 6454 23
476 5843 23
1782 3015 23
2918 8738 23
1721 1723 23
1427 5974 23
310 455 23
3940 4435 23
309 1408 23
4590 9478 23
391 4638 23
28 1676 23
1374 1381 23
1098 2775 23
1997 7774 23
5575 8071 23
9228 9284 23
7026 9946 23
1589 5362 23
7129 9329 23
327 5197 23
1119 2718 23
326 9283 23
20 1160 23
7114 7884 23
6026 8881 23
1344 2813 23
4872 9948 23
3040 5828 23
1796 3278 23
321 1708 23
5411 7801 23
3161 3344 23
317 3540 23
1594 4785 23
1800 4921 23
2962 7794 23
6586 8023 23
61 1384 23
3427 8726 23
3429 3855 23
8871 9624 23
1986 2826 23
3010 4937 23
62 4117 23
1761 2755 23
1875 9801 23
1882 2383 23
8235 9062 23
4798 7436 23
8848 9859 23
2160 3257 23
2160 8269 23
1872 3388 23
5262 6071 23
6621 9661 23
196 8820 23
2433 4756 23
195 8644 23
1031 3431 23
1200 1979 23
1949 8324 23
5593 7548 23
3416 7069 23
3419 4110 23
185 469 23
185 243 23
5258 6324 23
4015 4928 23
2179 4648 23
6441 6691 23
4850 7683 23
3538 8887 23
4018 6548 23
2320 3231 23
889 2384 23
5377 8893 23
3546 8149 23
1640 6193 23
4865 7699 23
1617 2136 23
2303 5005 23
126 1346 23
4871 4955 23
6044 6874 23
3568 8557 23
4827 4949 23
2164 3687 23
6552 7925 23
3718 9176 23
164 935 23
4814 6966 23
6267 9396 23
2365 7720 23
1250 1314 23
6763 8990 23
2359 6449 23
5598 6833 23
4977 8838 23
2355 3176 23
5981 8667 23
3706 8681 23
412 4040 23
4012 9437 23
6049 6693 23
3354 7592 23
743 1001 23
4730 6346 23
8030 8554 23
6210 9579 23
2493 5573 23
5019 9711 23
1464 1839 23
4180 4748 23
403 6565 23
1468 4525 23
2483 4147 23
3752 8575 23
761 4597 23
6736 7659 23
5441 7257 23
3338 8955 23
730 5895 23
5022 9227 23
2515 3911 23
227 1413 23
5882 6508 23
3883 8238 23
6728 8653 23
4191 8954 23
1047 1957 23
4406 7452 23
4164 4938 23
783 2056 23
3383 5404 23
2142 5028 23
6669 9179 23
3388 3859 23
1381 6855 23
8116 8160 23
5266 9824 23
2474 8725 23
3380 5428 23
3868 5188 24
3794 6522 24
1990 3457 24
1179 3992 24
2123 9917 24
74 2906 24
6019 6697 24
2108 9271 24
1175 6414 24
2007 2588 24
9368 9376 24
1161 8503 24
2988 5077 24
3866 6429 24
5565 7518 24
47 9705 24
6064 9784 24
3864 8372 24
1965 2063 24
82 7003 24
1054 2234 24
3857 5439 24
5540 7771 24
2019 8882 24
3958 5677 24
4019 7309 24
3695 9337 24
75 4559 24
22 5471 24
1068 8454 24
1573 4599 24
6026 6448 24
1554 2563 24
1113 9975 24
87 163 24
1621 1977 24
5019 6691 24
81 3022 24
61 3539 24
24 4458 24
1077 1221 24
6048 8955 24
2084 9755 24
54 6876 24
1189 5446 24
5557 6633 24
3839 4454 24
1006 4752 24
1007 3598 24
1185 6027 24
44 153 24
5052 6835 24
3840 6138 24
5020 7783 24
3930 4754 24
3835 5992 24
1978 5048 24
1540 3791 24
1560 6308 24
9235 9578 24
4988 5018 24
6569 9449 24
550 2808 24
1792 9705 24
4791 8876 24
5927 8691 24
6580 7451 24
2403 4597 24
6571 9501 24
806 3790 24
8225 8633 24
534 3405 24
171 430 24
3449 5384 24
532 3797 24
7194 9857 24
8138 8942 24
3384 7930 24
571 7284 24
2459 5258 24
1421 2505 24
791 7960 24
4134 6426 24
3149 5770 24
5406 9467 24
326 2138 24
4301 9491 24
2429 3594 24
1244 7078 24
4335 9998 24
4829 5584 24
1738 2275 24
5357 8132 24
3495 4325 24
3495 5510 24
8343 9927 24
4346 4890 24
867 2215 24
873 2572 24
2359 3309 24
7279 8232 24
7551 7805 24
1774 6910 24
1500 6469 24
1243 8747 24
2890 5804 24
2330 4270 24
844 2968 24
2835 8168 24
166 3708 24
5735 7218 24
6544 6551 24
4522 7379 24
3105 4491 24
8290 9233 24
843 9987 24
1278 1700 24
3477 6173 24
520 6169 24
2369 6422 24
4821 7019 24
6508 7049 24
4329 4581 24
155 275 24
1738 1845 24
2697 3050 24
5858 7099 24
2674 5588 24
252 6792 24
2686 4427 24
3288 4744 24
682 3255 24
1840 7647 24
3292 6078 24
2599 9890 24
4686 5656 24
5290 9959 24
4607 7063 24
241 2972 24
707 4128 24
603 1415 24
7872 8698 24
650 6573 24
3244 9089 24
4243 5915 24
2633 3227 24
4662 7023 24
1825 9873 24
1310 5598 24
3258 4930 24
262 4347 24
3224 9685 24
1449 6603 24
3268 6738 24
1319 4169 24
1450 6547 24
1678 6404 24
5278 6469 24
1858 5375 24
2489 6032 24
582 629 24
2746 5621 24
1425 6196 24
4727 7091 24
7080 8734 24
3165 9021 24
7086 8119 24
1469 5791 24
3374 3864 24
2753 5389 24
1863 7431 24
228 744 24
4705 6520 24
2537 9215 24
1433 2516 24
593 8687 24
7732 8808 24
7052 7879 24
732 6161 24
226 1522 24
2734 7344 24
1333 2305 24
307 2980 24
2735 8694 24
585 4598 24
2303 9507 24
3001 6254 24
118 6773 24
2925 3137 24
460 4416 24
1370 1677 24
7508 8135 24
896 9726 24
3551 3595 24
6335 6908 24
97 616 24
5381 9902 24
2279 4740 24
3034 4596 24
5768 7053 24
2246 4279 24
1381 8869 24
1397 3753 24
7315 7362 24
3625 8513 24
1510 5355 24
3547 6387 24
5767 8136 24
2252 8648 24
5497 7827 24
437 1100 24
473 3880 24
3632 4606 24
897 1581 24
3656 7454 24
1642 9766 24
2991 8431 24
479 5174 24
3052 4512 24
1899 4253 24
2989 3478 24
1503 3841 24
4853 7756 24
1510 8558 24
1399 8550 24
7332 7419 24
400 7209 24
1799 3592 25
1048 3004 25
4026 4859 25
437 4259 25
2138 8123 25
3389 7394 25
1212 7716 25
3830 7474 25
3183 3225 25
1433 1920 25
5175 9505 25
2959 6123 25
1807 4524 25
200 451 25
3337 7553 25
2445 6191 25
3980 5279 25
6022 6185 25
565 2691 25
4715 5924 25
4718 7219 25
3159 4504 25
1967 4566 25
1852 3968 25
107 7153 25
5018 9245 25
4286 9155 25
8089 9348 25
8072 8268 25
3603 5666 25
8077 9443 25
1992 3642 25
5558 9759 25
3371 6392 25
314 7097 25
1594 6106 25
939 2310 25
4911 6321 25
4025 6470 25
6722 9160 25
583 8217 25
2258 4569 25
404 6857 25
211 2250 25
2053 3250 25
926 2444 25
6667 7574 25
3164 3859 25
6938 9900 25
36 813 25
2093 4983 25
4667 9688 25
2218 4014 25
5178 7109 25
5433 6670 25
6314 8897 25
96 254 25
2977 6551 25
4254 8445 25
3216 8652 25
284 9100 25
4418 7210 25
5427 7772 25
974 1392 25
2076 5172 25
6981 8414 25
266 2517 25
5179 8646 25
1311 8379 25
970 8466 25
1447 2199 25
644 5805 25
5849 7480 25
2089 5746 25
1088 8531 25
5067 6115 25
5161 6164 25
1548 3033 25
6934 6960 25
421 6737 25
1296 2158 25
4212 9768 25
31 664 25
409 4894 25
240 3840 25
1551 6478 25
5877 6587 25
1692 7337 25
7754 8984 25
1930 5230 25
1433 3889 25
611 9451 25
6986 7032 25
1453 6920 25
3633 9505 25
6826 7461 25
5763 7216 25
684 6825 25
3957 7808 25
5623 9254 25
691 8476 25
3298 5846 25
3299 4973 25
8588 9643 25
2703 5583 25
6196 6829 25
3446 3723 25
6483 7569 25
822 7008 25
7175 8497 25
4465 5361 25
5941 8098 25
1943 8285 25
3113 9289 25
6481 6833 25
8832 9228 25
5802 8267 25
6103 8040 25
5113 6514 25
1884 7956 25
3837 9777 25
4308 9718 25
3426 7174 25
1791 6836 25
361 807 25
1241 6216 25
7167 7766 25
529 5994 25
1880 4607 25
4084 5288 25
3117 6317 25
5465 8520 25
8727 9181 25
1240 6183 25
2360 3171 25
4124 7093 25
522 5549 25
5633 8885 25
521 6892 25
1370 5037 25
160 7336 25
1238 7216 25
2389 5840 25
1397 5500 25
8251 8628 25
79 180 25
167 2529 25
4857 7798 25
561 9526 25
1136 3090 25
2023 6422 25
2043 3376 25
7652 7665 25
3524 9781 25
1120 2213 25
1231 3217 25
366 3986 25
2426 5917 25
799 4735 25
396 936 25
6240 7355 25
116 1931 25
6237 7375 25
193 3019 25
4845 8432 25
5134 9913 25
6237 6620 25
4054 4652 25
73 6533 25
2336 9963 25
5394 8866 25
1495 9230 25
546 1895 25
3057 5291 25
2039 6191 25
113 6283 25
1405 4576 25
8515 9370 25
7250 9447 25
3141 3476 25
7258 9767 25
4353 9333 25
4882 7377 25
5 7045 25
5568 6497 26
4651 6672 26
5319 6974 26
4652 6566 26
4246 8102 26
1737 4393 26
3209 6234 26
2025 2953 26
3233 9659 26
515 6291 26
6989 9414 26
490 502 26
4344 7657 26
2910 9692 26
3220 8739 26
1821 6274 26
1983 4552 26
4426 9879 26
2979 9845 26
637 4946 26
1140 2905 26
2869 4270 26
6976 9130 26
4341 7297 26
3923 8587 26
2674 3906 26
2994 3065 26
7531 9281 26
4336 9034 26
443 524 26
460 4326 26
573 3092 26
1587 7601 26
1730 9781 26
4303 8641 26
2056 5431 26
4540 6148 26
1426 9931 26
5158 7262 26
582 826 26
7472 8678 26
3831 9115 26
3830 9665 26
1115 9536 26
7108 9380 26
5334 8889 26
9283 9838 26
7326 8076 26
4448 8935 26
5759 8690 26
5773 8622 26
556 4268 26
6110 6778 26
5154 6319 26
1118 2747 26
2790 8512 26
7370 9829 26
5758 7071 26
4601 4826 26
5117 6392 26
5422 7552 26
347 3534 26
5374 7347 26
1747 2544 26
3196 8194 26
1179 2208 26
1436 6141 26
5766 8357 26
2028 6528 26
2837 5422 26
2699 4812 26
7204 8091 26
5401 7795 26
5710 6953 26
1791 5007 26
1125 1246 26
2737 5488 26
308 4406 26
538 2759 26
5327 9613 26
3119 6080 26
589 4136 26
1749 8820 26
589 8623 26
1713 5816 26
4278 4559 26
531 2752 26
8002 8364 26
1634 3758 26
232 1420 26
3713 8578 26
2355 3163 26
3737 4241 26
1291 8886 26
8330 8488 26
119 477 26
4788 7212 26
183 4620 26
1669 5330 26
8022 9433 26
2495 6715 26
4117 7486 26
7943 8077 26
84 6923 26
4978 7270 26
8206 8992 26
817 6457 26
6583 9002 26
1248 3817 26
1914 7700 26
3991 7474 26
4894 6534 26
4893 8955 26
3758 9909 26
6271 7021 26
6789 6836 26
8400 9643 26
1279 2271 26
3380 5347 26
867 3491 26
5922 8482 26
4761 9370 26
5603 9514 26
2454 8609 26
2146 2976 26
8147 9509 26
3694 9420 26
